cik,ticker,name,fiscal_year,logical_input,originally_reported,latest_reported,original_filed,latest_filed,n_versions,rel_change,change_type,restated
865941,CLDN,Celadon Group,2012,ppe_net,370456000,370456000,2012-09-07,2013-09-13,1,0.0,none,False
865941,CLDN,Celadon Group,2013,ppe_net,496870000,496870000,2013-09-13,2014-09-15,1,0.0,none,False
865941,CLDN,Celadon Group,2014,ppe_net,492829000,492829000,2014-09-15,2015-09-10,1,0.0,none,False
865941,CLDN,Celadon Group,2015,ppe_net,788530000,788530000,2015-09-10,2016-09-13,1,0.0,none,False
865941,CLDN,Celadon Group,2016,ppe_net,636733000,636733000,2016-09-13,2016-09-13,1,0.0,none,False
320193,AAPL,Apple,2009,net_income,5704000000,8235000000,2009-10-27,2011-10-26,2,0.44372370266479666,restated,True
320193,AAPL,Apple,2010,net_income,14013000000,14013000000,2010-10-27,2012-10-31,1,0.0,none,False
320193,AAPL,Apple,2011,net_income,25922000000,25922000000,2011-10-26,2013-10-30,1,0.0,none,False
320193,AAPL,Apple,2012,net_income,41733000000,41733000000,2012-10-31,2014-10-27,1,0.0,none,False
320193,AAPL,Apple,2013,net_income,37037000000,37037000000,2013-10-30,2015-10-28,1,0.0,none,False
320193,AAPL,Apple,2014,net_income,39510000000,39510000000,2014-10-27,2016-10-26,1,0.0,none,False
320193,AAPL,Apple,2015,net_income,53394000000,53394000000,2015-10-28,2017-11-03,1,0.0,none,False
320193,AAPL,Apple,2016,net_income,45687000000,45687000000,2016-10-26,2018-11-05,1,0.0,none,False
320193,AAPL,Apple,2017,net_income,48351000000,48351000000,2017-11-03,2019-10-31,1,0.0,none,False
320193,AAPL,Apple,2018,net_income,59531000000,59531000000,2018-11-05,2020-10-30,1,0.0,none,False
320193,AAPL,Apple,2019,net_income,55256000000,55256000000,2019-10-31,2021-10-29,1,0.0,none,False
320193,AAPL,Apple,2020,net_income,57411000000,57411000000,2020-10-30,2022-10-28,1,0.0,none,False
320193,AAPL,Apple,2021,net_income,94680000000,94680000000,2021-10-29,2023-11-03,1,0.0,none,False
320193,AAPL,Apple,2022,net_income,99803000000,99803000000,2022-10-28,2024-11-01,1,0.0,none,False
320193,AAPL,Apple,2023,net_income,96995000000,96995000000,2023-11-03,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2024,net_income,93736000000,93736000000,2024-11-01,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2025,net_income,112010000000,112010000000,2025-10-31,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2009,income_continuing,5704000000,8235000000,2009-10-27,2011-10-26,2,0.44372370266479666,restated,True
320193,AAPL,Apple,2010,income_continuing,14013000000,14013000000,2010-10-27,2012-10-31,1,0.0,none,False
320193,AAPL,Apple,2011,income_continuing,25922000000,25922000000,2011-10-26,2013-10-30,1,0.0,none,False
320193,AAPL,Apple,2012,income_continuing,41733000000,41733000000,2012-10-31,2014-10-27,1,0.0,none,False
320193,AAPL,Apple,2013,income_continuing,37037000000,37037000000,2013-10-30,2015-10-28,1,0.0,none,False
320193,AAPL,Apple,2014,income_continuing,39510000000,39510000000,2014-10-27,2016-10-26,1,0.0,none,False
320193,AAPL,Apple,2015,income_continuing,53394000000,53394000000,2015-10-28,2017-11-03,1,0.0,none,False
320193,AAPL,Apple,2016,income_continuing,45687000000,45687000000,2016-10-26,2018-11-05,1,0.0,none,False
320193,AAPL,Apple,2017,income_continuing,48351000000,48351000000,2017-11-03,2019-10-31,1,0.0,none,False
320193,AAPL,Apple,2018,income_continuing,59531000000,59531000000,2018-11-05,2020-10-30,1,0.0,none,False
320193,AAPL,Apple,2019,income_continuing,55256000000,55256000000,2019-10-31,2021-10-29,1,0.0,none,False
320193,AAPL,Apple,2020,income_continuing,57411000000,57411000000,2020-10-30,2022-10-28,1,0.0,none,False
320193,AAPL,Apple,2021,income_continuing,94680000000,94680000000,2021-10-29,2023-11-03,1,0.0,none,False
320193,AAPL,Apple,2022,income_continuing,99803000000,99803000000,2022-10-28,2024-11-01,1,0.0,none,False
320193,AAPL,Apple,2023,income_continuing,96995000000,96995000000,2023-11-03,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2024,income_continuing,93736000000,93736000000,2024-11-01,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2025,income_continuing,112010000000,112010000000,2025-10-31,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2019,revenue,260174000000,260174000000,2019-10-31,2021-10-29,1,0.0,none,False
320193,AAPL,Apple,2020,revenue,274515000000,274515000000,2020-10-30,2022-10-28,1,0.0,none,False
320193,AAPL,Apple,2021,revenue,365817000000,365817000000,2021-10-29,2023-11-03,1,0.0,none,False
320193,AAPL,Apple,2022,revenue,394328000000,394328000000,2022-10-28,2024-11-01,1,0.0,none,False
320193,AAPL,Apple,2023,revenue,383285000000,383285000000,2023-11-03,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2024,revenue,391035000000,391035000000,2024-11-01,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2025,revenue,416161000000,416161000000,2025-10-31,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2018,revenue,265595000000,265595000000,2018-11-05,2018-11-05,1,0.0,none,False
320193,AAPL,Apple,2009,revenue,36537000000,42905000000,2009-10-27,2011-10-26,2,0.17428907682623093,restated,True
320193,AAPL,Apple,2010,revenue,65225000000,65225000000,2010-10-27,2012-10-31,1,0.0,none,False
320193,AAPL,Apple,2011,revenue,108249000000,108249000000,2011-10-26,2013-10-30,1,0.0,none,False
320193,AAPL,Apple,2012,revenue,156508000000,156508000000,2012-10-31,2014-10-27,1,0.0,none,False
320193,AAPL,Apple,2013,revenue,170910000000,170910000000,2013-10-30,2015-10-28,1,0.0,none,False
320193,AAPL,Apple,2014,revenue,182795000000,182795000000,2014-10-27,2016-10-26,1,0.0,none,False
320193,AAPL,Apple,2015,revenue,233715000000,233715000000,2015-10-28,2017-11-03,1,0.0,none,False
320193,AAPL,Apple,2016,revenue,215639000000,215639000000,2016-10-26,2017-11-03,1,0.0,none,False
320193,AAPL,Apple,2017,revenue,229234000000,229234000000,2017-11-03,2017-11-03,1,0.0,none,False
320193,AAPL,Apple,2009,cogs,23397000000,25683000000,2009-10-27,2011-10-26,2,0.0977048339530709,restated,True
320193,AAPL,Apple,2010,cogs,39541000000,39541000000,2010-10-27,2012-10-31,1,0.0,none,False
320193,AAPL,Apple,2011,cogs,64431000000,64431000000,2011-10-26,2013-10-30,1,0.0,none,False
320193,AAPL,Apple,2012,cogs,87846000000,87846000000,2012-10-31,2014-10-27,1,0.0,none,False
320193,AAPL,Apple,2013,cogs,106606000000,106606000000,2013-10-30,2015-10-28,1,0.0,none,False
320193,AAPL,Apple,2014,cogs,112258000000,112258000000,2014-10-27,2016-10-26,1,0.0,none,False
320193,AAPL,Apple,2015,cogs,140089000000,140089000000,2015-10-28,2017-11-03,1,0.0,none,False
320193,AAPL,Apple,2016,cogs,131376000000,131376000000,2016-10-26,2018-11-05,1,0.0,none,False
320193,AAPL,Apple,2017,cogs,141048000000,141048000000,2017-11-03,2019-10-31,1,0.0,none,False
320193,AAPL,Apple,2018,cogs,163756000000,163756000000,2018-11-05,2020-10-30,1,0.0,none,False
320193,AAPL,Apple,2019,cogs,161782000000,161782000000,2019-10-31,2021-10-29,1,0.0,none,False
320193,AAPL,Apple,2020,cogs,169559000000,169559000000,2020-10-30,2022-10-28,1,0.0,none,False
320193,AAPL,Apple,2021,cogs,212981000000,212981000000,2021-10-29,2023-11-03,1,0.0,none,False
320193,AAPL,Apple,2022,cogs,223546000000,223546000000,2022-10-28,2024-11-01,1,0.0,none,False
320193,AAPL,Apple,2023,cogs,214137000000,214137000000,2023-11-03,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2024,cogs,210352000000,210352000000,2024-11-01,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2025,cogs,220960000000,220960000000,2025-10-31,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2009,gross_profit,13140000000,17222000000,2009-10-27,2011-10-26,2,0.3106544901065449,restated,True
320193,AAPL,Apple,2010,gross_profit,25684000000,25684000000,2010-10-27,2012-10-31,1,0.0,none,False
320193,AAPL,Apple,2011,gross_profit,43818000000,43818000000,2011-10-26,2013-10-30,1,0.0,none,False
320193,AAPL,Apple,2012,gross_profit,68662000000,68662000000,2012-10-31,2014-10-27,1,0.0,none,False
320193,AAPL,Apple,2013,gross_profit,64304000000,64304000000,2013-10-30,2015-10-28,1,0.0,none,False
320193,AAPL,Apple,2014,gross_profit,70537000000,70537000000,2014-10-27,2016-10-26,1,0.0,none,False
320193,AAPL,Apple,2015,gross_profit,93626000000,93626000000,2015-10-28,2017-11-03,1,0.0,none,False
320193,AAPL,Apple,2016,gross_profit,84263000000,84263000000,2016-10-26,2018-11-05,1,0.0,none,False
320193,AAPL,Apple,2017,gross_profit,88186000000,88186000000,2017-11-03,2019-10-31,1,0.0,none,False
320193,AAPL,Apple,2018,gross_profit,101839000000,101839000000,2018-11-05,2020-10-30,1,0.0,none,False
320193,AAPL,Apple,2019,gross_profit,98392000000,98392000000,2019-10-31,2021-10-29,1,0.0,none,False
320193,AAPL,Apple,2020,gross_profit,104956000000,104956000000,2020-10-30,2022-10-28,1,0.0,none,False
320193,AAPL,Apple,2021,gross_profit,152836000000,152836000000,2021-10-29,2023-11-03,1,0.0,none,False
320193,AAPL,Apple,2022,gross_profit,170782000000,170782000000,2022-10-28,2024-11-01,1,0.0,none,False
320193,AAPL,Apple,2023,gross_profit,169148000000,169148000000,2023-11-03,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2024,gross_profit,180683000000,180683000000,2024-11-01,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2025,gross_profit,195201000000,195201000000,2025-10-31,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2009,sga,4149000000,4149000000,2009-10-27,2011-10-26,1,0.0,none,False
320193,AAPL,Apple,2010,sga,5517000000,5517000000,2010-10-27,2012-10-31,1,0.0,none,False
320193,AAPL,Apple,2011,sga,7599000000,7599000000,2011-10-26,2013-10-30,1,0.0,none,False
320193,AAPL,Apple,2012,sga,10040000000,10040000000,2012-10-31,2014-10-27,1,0.0,none,False
320193,AAPL,Apple,2013,sga,10830000000,10830000000,2013-10-30,2015-10-28,1,0.0,none,False
320193,AAPL,Apple,2014,sga,11993000000,11993000000,2014-10-27,2016-10-26,1,0.0,none,False
320193,AAPL,Apple,2015,sga,14329000000,14329000000,2015-10-28,2017-11-03,1,0.0,none,False
320193,AAPL,Apple,2016,sga,14194000000,14194000000,2016-10-26,2018-11-05,1,0.0,none,False
320193,AAPL,Apple,2017,sga,15261000000,15261000000,2017-11-03,2019-10-31,1,0.0,none,False
320193,AAPL,Apple,2018,sga,16705000000,16705000000,2018-11-05,2020-10-30,1,0.0,none,False
320193,AAPL,Apple,2019,sga,18245000000,18245000000,2019-10-31,2021-10-29,1,0.0,none,False
320193,AAPL,Apple,2020,sga,19916000000,19916000000,2020-10-30,2022-10-28,1,0.0,none,False
320193,AAPL,Apple,2021,sga,21973000000,21973000000,2021-10-29,2023-11-03,1,0.0,none,False
320193,AAPL,Apple,2022,sga,25094000000,25094000000,2022-10-28,2024-11-01,1,0.0,none,False
320193,AAPL,Apple,2023,sga,24932000000,24932000000,2023-11-03,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2024,sga,26097000000,26097000000,2024-11-01,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2025,sga,27601000000,27601000000,2025-10-31,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2017,depreciation,8200000000,10157000000,2017-11-03,2019-10-31,2,0.23865853658536584,restated,True
320193,AAPL,Apple,2018,depreciation,10903000000,10903000000,2018-11-05,2020-10-30,1,0.0,none,False
320193,AAPL,Apple,2019,depreciation,12547000000,12547000000,2019-10-31,2021-10-29,1,0.0,none,False
320193,AAPL,Apple,2020,depreciation,11056000000,11056000000,2020-10-30,2022-10-28,1,0.0,none,False
320193,AAPL,Apple,2021,depreciation,11284000000,11284000000,2021-10-29,2023-11-03,1,0.0,none,False
320193,AAPL,Apple,2022,depreciation,11104000000,11104000000,2022-10-28,2024-11-01,1,0.0,none,False
320193,AAPL,Apple,2023,depreciation,11519000000,11519000000,2023-11-03,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2024,depreciation,11445000000,11445000000,2024-11-01,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2025,depreciation,11698000000,11698000000,2025-10-31,2025-10-31,1,0.0,none,False
320193,AAPL,Apple,2009,depreciation,703000000,734000000,2009-10-27,2011-10-26,2,0.044096728307254626,restated,True
320193,AAPL,Apple,2010,depreciation,1027000000,1027000000,2010-10-27,2012-10-31,1,0.0,none,False
320193,AAPL,Apple,2011,depreciation,1814000000,1814000000,2011-10-26,2013-10-30,1,0.0,none,False
320193,AAPL,Apple,2012,depreciation,3277000000,3277000000,2012-10-31,2014-10-27,1,0.0,none,False
320193,AAPL,Apple,2013,depreciation,6757000000,6757000000,2013-10-30,2015-10-28,1,0.0,none,False
320193,AAPL,Apple,2014,depreciation,7946000000,7946000000,2014-10-27,2016-10-26,1,0.0,none,False
